OrderNo,ItemID,SalesDate,DeliveryDate,CustomerId,CityId,Qty,Price,Cost,DiscountPercent
21920,41,10/20/2019,10/29/2019,1162,69,2,100,83,27
22204,27,10/20/2019,10/26/2019,4058,84,1,52,36,42
22465,24,10/20/2019,10/25/2019,665,21,2,200,140,11
24325,35,10/20/2019,10/24/2019,1228,81,2,65,52,18
25838,51,10/20/2019,10/28/2019,4780,1,1,67,46,5
27567,48,10/20/2019,10/23/2019,150,88,1,83,66,19
28105,45,10/20/2019,10/25/2019,923,78,1,93,65,36
28129,49,10/20/2019,10/28/2019,4663,18,1,73,36,18
28670,37,10/20/2019,10/26/2019,4717,71,2,267,202,11
12014,34,10/19/2019,10/27/2019,2937,49,3,50,40,45
13875,11,10/19/2019,10/28/2019,3990,49,1,100,84,19
14630,33,10/19/2019,10/26/2019,3331,5,3,83,53,39
15019,21,10/19/2019,10/21/2019,645,23,1,50,40,45
16025,27,10/19/2019,10/27/2019,2972,49,3,100,84,6
16256,34,10/19/2019,10/23/2019,3454,35,3,97,67,44
16462,16,10/19/2019,10/24/2019,2902,11,1,91,77,38
16517,7,10/19/2019,10/28/2019,287,1,2,83,66,34
16715,33,10/19/2019,10/22/2019,4981,91,3,73,36,6
16920,24,10/19/2019,10/23/2019,2866,28,2,60,54,9
17218,27,10/19/2019,10/26/2019,416,62,3,67,40,28
18902,9,10/19/2019,10/24/2019,2782,39,3,67,40,42
18944,37,10/19/2019,10/19/2019,3522,11,3,233,172,15
19073,15,10/19/2019,10/26/2019,4027,34,2,47,39,13
19174,20,10/19/2019,10/22/2019,1752,25,3,67,46,43
19548,23,10/19/2019,10/22/2019,3979,83,3,53,45,14
19985,22,10/19/2019,10/21/2019,300,93,1,53,45,22
20930,21,10/19/2019,10/21/2019,2353,22,1,60,54,21
21284,14,10/19/2019,10/24/2019,4518,3,2,67,46,35
21506,41,10/19/2019,10/23/2019,3054,21,2,100,84,11
22270,46,10/19/2019,10/21/2019,772,96,1,92,36,30
23381,36,10/19/2019,10/21/2019,3397,66,1,83,53,27
23604,14,10/19/2019,10/25/2019,1288,36,2,83,66,43
23805,55,10/19/2019,10/26/2019,789,16,1,92,64,12
24015,48,10/19/2019,10/21/2019,2615,1,1,50,40,6
24108,24,10/19/2019,10/24/2019,4800,25,1,47,39,4
24802,32,10/19/2019,10/24/2019,5193,42,2,333,259,18
25000,12,10/19/2019,10/23/2019,2300,30,2,67,53,26
26646,51,10/19/2019,10/27/2019,4700,72,2,40,38,17
29087,23,10/19/2019,10/21/2019,482,47,2,97,67,29
29513,42,10/19/2019,10/22/2019,6061,29,1,83,66,4
10279,38,10/18/2019,10/21/2019,3606,59,1,53,45,44
10473,24,10/18/2019,10/21/2019,4740,92,2,65,52,27
10509,12,10/18/2019,10/26/2019,1665,35,3,40,36,20
11115,25,10/18/2019,10/20/2019,4127,38,1,83,70,26
11383,40,10/18/2019,10/27/2019,4118,60,1,60,54,17
12305,21,10/18/2019,10/25/2019,425,36,3,53,45,44
13456,37,10/18/2019,10/26/2019,4901,51,2,83,66,17
13500,22,10/18/2019,10/21/2019,2765,11,1,65,52,45
15015,26,10/18/2019,10/18/2019,4279,94,3,52,36,33
16034,12,10/18/2019,10/20/2019,442,64,3,40,38,13
16871,10,10/18/2019,10/20/2019,2443,8,2,83,66,44
17435,21,10/18/2019,10/18/2019,2396,28,1,47,39,21
18499,25,10/18/2019,10/27/2019,691,43,1,83,53,34
18647,6,10/18/2019,10/21/2019,4463,50,3,267,202,11
18738,8,10/18/2019,10/28/2019,3563,64,1,333,259,29
19662,11,10/18/2019,10/23/2019,4349,20,3,91,77,2
19706,20,10/18/2019,10/22/2019,3430,84,1,53,45,19
20287,25,10/18/2019,10/26/2019,2045,50,1,100,83,17
20920,52,10/18/2019,10/19/2019,2066,70,2,73,36,2
21714,45,10/18/2019,10/27/2019,6369,30,1,65,52,17
22137,13,10/18/2019,10/18/2019,4621,40,1,40,36,24
22436,32,10/18/2019,10/21/2019,5873,27,2,53,45,27
22454,13,10/18/2019,10/27/2019,3679,13,2,67,46,14
23370,31,10/18/2019,10/22/2019,122,64,1,100,78,1
23974,17,10/18/2019,10/22/2019,2130,52,1,100,84,43
24265,46,10/18/2019,10/21/2019,4509,69,1,93,65,27
24385,50,10/18/2019,10/26/2019,4037,89,2,100,83,15
24539,18,10/18/2019,10/21/2019,2502,26,2,100,83,1
24800,41,10/18/2019,10/20/2019,2837,36,2,73,36,15
25742,44,10/18/2019,10/20/2019,4442,98,1,267,202,6
25772,53,10/18/2019,10/20/2019,463,54,2,100,83,10
25815,18,10/18/2019,10/24/2019,1225,34,2,50,40,34
27065,16,10/18/2019,10/23/2019,5536,13,2,67,53,29
10553,6,10/17/2019,10/25/2019,1775,17,1,83,53,37
10594,18,10/17/2019,10/19/2019,849,12,2,60,54,39
10685,24,10/17/2019,10/20/2019,4946,83,1,52,36,13
11083,22,10/17/2019,10/17/2019,199,98,1,67,53,13
11107,8,10/17/2019,10/20/2019,2994,5,3,53,45,36
11184,18,10/17/2019,10/23/2019,532,58,3,83,70,44
11546,12,10/17/2019,10/24/2019,4913,86,1,83,70,28
11677,12,10/17/2019,10/23/2019,2269,34,3,83,66,34
11994,9,10/17/2019,10/22/2019,1127,70,2,267,202,4
12935,34,10/17/2019,10/19/2019,4925,29,3,40,38,7
13598,24,10/17/2019,10/19/2019,4609,19,3,67,53,45
14020,35,10/17/2019,10/18/2019,4021,4,1,53,45,41
14914,35,10/17/2019,10/21/2019,2181,91,2,83,66,42
15605,13,10/17/2019,10/18/2019,3145,97,1,50,40,31
15635,22,10/17/2019,10/20/2019,3736,25,3,83,66,45
16632,40,10/17/2019,10/18/2019,2573,60,2,50,40,40
17219,36,10/17/2019,10/23/2019,320,52,1,333,259,28
17234,19,10/17/2019,10/23/2019,3606,59,1,233,172,5
17830,25,10/17/2019,10/23/2019,674,51,3,47,39,17
18612,20,10/17/2019,10/21/2019,1607,31,2,52,36,23
18715,37,10/17/2019,10/21/2019,3911,66,1,100,78,13
19183,40,10/17/2019,10/22/2019,1381,94,3,40,38,18
19531,9,10/17/2019,10/27/2019,2037,66,1,233,172,39
19717,15,10/17/2019,10/22/2019,3175,36,3,83,53,43
20193,16,10/17/2019,10/21/2019,871,87,1,92,64,34
20480,55,10/17/2019,10/20/2019,251,35,2,93,65,2
21017,42,10/17/2019,10/21/2019,2865,11,2,83,66,15
21349,30,10/17/2019,10/21/2019,1195,66,2,100,84,33
21369,51,10/17/2019,10/27/2019,4447,86,1,83,53,45
22326,14,10/17/2019,10/19/2019,1794,56,1,753,301,26
22366,20,10/17/2019,10/22/2019,3402,22,1,267,202,25
22551,46,10/17/2019,10/26/2019,1099,84,1,100,83,39
22963,42,10/17/2019,10/26/2019,4868,11,2,40,36,7
23053,39,10/17/2019,10/17/2019,4825,88,1,267,202,25
23711,31,10/17/2019,10/22/2019,3873,85,1,47,39,34
26967,42,10/17/2019,10/22/2019,2255,36,2,67,46,7
28699,23,10/17/2019,10/17/2019,3981,75,1,83,70,3
29359,16,10/17/2019,10/23/2019,28,76,2,100,83,44
10210,10,10/16/2019,10/21/2019,175,65,3,83,66,43
10472,15,10/16/2019,10/20/2019,22,67,1,92,64,27
10913,25,10/16/2019,10/20/2019,3372,4,1,73,36,21
10959,11,10/16/2019,10/22/2019,2036,80,3,67,40,7
12054,38,10/16/2019,10/17/2019,3289,50,1,83,66,15
12187,6,10/16/2019,10/24/2019,1067,60,2,60,54,44
13357,31,10/16/2019,10/19/2019,2601,34,3,65,52,45
14161,37,10/16/2019,10/19/2019,3079,55,3,200,140,9
14751,24,10/16/2019,10/19/2019,376,58,2,267,202,10
15193,7,10/16/2019,10/21/2019,4614,94,3,200,140,7
15992,27,10/16/2019,10/19/2019,2644,40,1,65,52,44
16069,7,10/16/2019,10/23/2019,2935,45,1,91,77,10
16571,8,10/16/2019,10/20/2019,2835,29,2,100,78,32
16976,14,10/16/2019,10/19/2019,2111,49,1,47,39,6
19083,39,10/16/2019,10/19/2019,2274,51,2,92,64,10
19593,25,10/16/2019,10/17/2019,1274,83,2,53,45,1
19620,20,10/16/2019,10/24/2019,2546,57,1,67,46,21
20915,54,10/16/2019,10/20/2019,3891,47,1,53,45,23
23672,42,10/16/2019,10/17/2019,3941,58,1,60,54,9
24112,49,10/16/2019,10/24/2019,1632,31,2,233,172,32
24688,52,10/16/2019,10/21/2019,534,63,2,100,84,33
25049,21,10/16/2019,10/24/2019,1198,47,1,83,66,22
25378,34,10/16/2019,10/20/2019,1776,10,2,83,70,33
26621,24,10/16/2019,10/24/2019,2779,59,1,753,301,11
27089,46,10/16/2019,10/21/2019,5499,92,1,200,140,15
27092,27,10/16/2019,10/18/2019,1745,47,1,53,45,44
27414,28,10/16/2019,10/24/2019,75,100,1,92,36,25
27539,48,10/16/2019,10/19/2019,3393,61,1,67,46,9
27970,41,10/16/2019,10/21/2019,356,86,2,83,66,20
28114,22,10/16/2019,10/20/2019,5295,48,2,73,36,5
28294,39,10/16/2019,10/19/2019,6162,95,1,100,84,9
29556,26,10/16/2019,10/24/2019,6109,10,2,93,65,30
11534,11,10/15/2019,10/22/2019,601,16,1,200,140,34
11676,8,10/15/2019,10/22/2019,3426,54,2,100,83,1
12342,33,10/15/2019,10/18/2019,4880,11,1,67,46,20
12647,37,10/15/2019,10/22/2019,1273,80,3,50,40,25
13671,22,10/15/2019,10/23/2019,347,59,1,100,84,7
13750,32,10/15/2019,10/22/2019,3091,29,2,52,36,7
14716,20,10/15/2019,10/18/2019,1769,92,1,200,140,27
14789,9,10/15/2019,10/15/2019,3400,93,1,65,52,20
15034,13,10/15/2019,10/16/2019,2014,11,2,92,36,23
15113,22,10/15/2019,10/25/2019,4994,44,3,267,202,7
15185,38,10/15/2019,10/22/2019,3566,16,2,83,53,14
16173,28,10/15/2019,10/16/2019,4180,39,3,83,66,29
16263,11,10/15/2019,10/22/2019,1613,13,2,83,66,27
16679,38,10/15/2019,10/22/2019,834,24,2,65,52,27
16776,7,10/15/2019,10/19/2019,1276,60,1,73,36,23
16903,11,10/15/2019,10/24/2019,1935,60,3,83,70,12
16971,30,10/15/2019,10/20/2019,3817,84,1,53,45,32
17358,36,10/15/2019,10/20/2019,4239,21,1,100,78,27
17470,21,10/15/2019,10/17/2019,2825,27,1,52,36,39
18703,20,10/15/2019,10/18/2019,4819,86,1,100,83,16
19065,28,10/15/2019,10/24/2019,1263,55,2,60,54,38
19820,38,10/15/2019,10/25/2019,507,10,2,67,46,26
19853,35,10/15/2019,10/18/2019,1744,33,2,93,65,7
20725,24,10/15/2019,10/17/2019,6408,73,2,753,301,24
22991,52,10/15/2019,10/23/2019,5538,25,2,83,70,27
23124,24,10/15/2019,10/17/2019,2112,93,2,60,54,21
23269,38,10/15/2019,10/17/2019,3916,44,1,97,67,25
24231,46,10/15/2019,10/22/2019,1783,100,1,60,54,23
24261,28,10/15/2019,10/22/2019,3522,11,1,83,53,31
24335,16,10/15/2019,10/16/2019,3301,84,1,97,67,10
24376,44,10/15/2019,10/23/2019,730,57,2,92,64,38
25283,35,10/15/2019,10/18/2019,1027,23,2,97,67,20
25893,40,10/15/2019,10/25/2019,2834,41,2,97,67,28
25957,36,10/15/2019,10/23/2019,5440,82,2,47,39,33
25999,49,10/15/2019,10/16/2019,2096,17,2,40,38,27
26218,54,10/15/2019,10/18/2019,4445,89,2,200,140,39
26478,31,10/15/2019,10/24/2019,153,49,1,47,39,8
27100,29,10/15/2019,10/20/2019,2624,7,2,67,46,21
27740,27,10/15/2019,10/18/2019,819,65,1,100,83,6
28133,49,10/15/2019,10/21/2019,3698,7,2,100,84,41
28433,49,10/15/2019,10/22/2019,4511,46,2,92,64,10
28587,49,10/15/2019,10/15/2019,6009,22,2,92,36,5
28995,38,10/15/2019,10/23/2019,3655,87,2,83,70,11
29515,33,10/15/2019,10/17/2019,589,67,1,333,259,33
29573,27,10/15/2019,10/18/2019,5830,99,2,60,54,30
233,24,10/14/2019,10/20/2019,2279,20,2,100,83,30
1295,28,10/14/2019,10/24/2019,3646,72,2,67,46,35
1606,29,10/14/2019,10/16/2019,3384,47,1,92,36,21
1984,30,10/14/2019,10/22/2019,3598,80,1,100,84,2
2578,27,10/14/2019,10/16/2019,176,37,2,333,259,32
3628,19,10/14/2019,10/20/2019,3739,93,1,97,67,14
3979,22,10/14/2019,10/15/2019,1816,93,1,200,140,24
5106,11,10/14/2019,10/20/2019,19,29,1,753,301,19
5135,1,10/14/2019,10/15/2019,3791,94,2,92,64,45
6009,16,10/14/2019,10/16/2019,435,96,1,267,202,40
6475,14,10/14/2019,10/17/2019,28,76,1,83,70,11
6807,5,10/14/2019,10/24/2019,673,22,2,753,301,33
7178,7,10/14/2019,10/14/2019,2188,16,2,83,70,21
8594,21,10/14/2019,10/22/2019,2651,33,2,52,36,17
8683,5,10/14/2019,10/18/2019,1286,16,2,97,67,32
9228,23,10/14/2019,10/23/2019,2239,55,1,67,40,17
10326,40,10/14/2019,10/23/2019,246,67,1,100,84,43
10446,23,10/14/2019,10/21/2019,4007,86,3,40,38,39
10778,34,10/14/2019,10/20/2019,726,76,3,100,84,35
10783,29,10/14/2019,10/19/2019,3074,39,1,83,53,36
11165,33,10/14/2019,10/21/2019,4367,90,1,67,46,11
11258,22,10/14/2019,10/17/2019,668,6,1,100,78,19
11552,29,10/14/2019,10/17/2019,3839,83,2,753,301,10
11913,32,10/14/2019,10/19/2019,3380,50,3,92,64,43
12534,13,10/14/2019,10/16/2019,4644,27,2,83,70,13
12612,40,10/14/2019,10/17/2019,1399,25,2,333,259,1
13005,20,10/14/2019,10/15/2019,3456,22,3,65,52,37
13458,33,10/14/2019,10/19/2019,1551,96,3,83,66,42
13468,35,10/14/2019,10/20/2019,2440,40,2,67,40,21
14143,39,10/14/2019,10/23/2019,2833,34,1,233,172,33
14200,23,10/14/2019,10/17/2019,3762,40,3,92,36,1
14274,35,10/14/2019,10/23/2019,614,92,1,753,301,10
15003,36,10/14/2019,10/21/2019,1396,94,2,60,54,5
15954,15,10/14/2019,10/15/2019,1155,4,2,67,40,29
16446,19,10/14/2019,10/17/2019,887,54,2,67,53,25
16946,8,10/14/2019,10/22/2019,1013,18,2,65,52,22
17571,28,10/14/2019,10/19/2019,916,39,2,40,38,45
19214,6,10/14/2019,10/18/2019,800,31,2,40,36,45
19325,13,10/14/2019,10/15/2019,578,68,2,83,70,36
21070,47,10/14/2019,10/16/2019,3153,52,2,60,54,13
23297,37,10/14/2019,10/24/2019,1506,10,2,67,46,34
23983,27,10/14/2019,10/20/2019,5273,85,2,92,36,39
24497,17,10/14/2019,10/18/2019,1257,78,2,100,78,32
24563,33,10/14/2019,10/22/2019,556,47,2,52,36,26
24632,18,10/14/2019,10/15/2019,5564,79,2,65,52,2
25039,55,10/14/2019,10/23/2019,263,25,2,83,53,25
25267,39,10/14/2019,10/19/2019,1480,92,2,83,70,45
25905,41,10/14/2019,10/15/2019,2357,29,2,83,70,23
29105,29,10/14/2019,10/24/2019,3370,23,1,92,64,10
29859,51,10/14/2019,10/19/2019,3765,32,1,83,70,15
124,10,10/13/2019,10/14/2019,220,94,1,67,46,45
507,9,10/13/2019,10/16/2019,3182,94,2,100,84,6
846,9,10/13/2019,10/17/2019,3596,35,1,67,40,16
936,29,10/13/2019,10/14/2019,2870,53,1,53,45,8
1391,13,10/13/2019,10/14/2019,1629,40,2,73,36,11
1776,13,10/13/2019,10/20/2019,597,31,2,233,172,6
2140,28,10/13/2019,10/15/2019,1563,27,1,52,36,44
2588,28,10/13/2019,10/14/2019,2922,11,1,91,77,43
3038,19,10/13/2019,10/19/2019,1507,60,1,47,39,29
3736,22,10/13/2019,10/18/2019,3582,92,2,92,36,13
4033,5,10/13/2019,10/22/2019,467,54,2,83,70,36
4045,3,10/13/2019,10/19/2019,1852,77,1,83,70,9
4203,25,10/13/2019,10/15/2019,2015,45,1,47,39,17
4284,5,10/13/2019,10/21/2019,1498,58,1,100,78,32
4309,30,10/13/2019,10/16/2019,3166,51,2,92,36,38
4521,29,10/13/2019,10/22/2019,2359,55,1,73,36,27
4868,3,10/13/2019,10/13/2019,2038,97,2,52,36,33
5112,20,10/13/2019,10/14/2019,1835,39,2,65,52,3
5235,4,10/13/2019,10/15/2019,3566,16,1,100,78,21
5350,17,10/13/2019,10/14/2019,2472,40,1,83,66,27
5626,29,10/13/2019,10/19/2019,263,25,1,47,39,31
5871,26,10/13/2019,10/19/2019,1046,65,2,67,46,14
6784,23,10/13/2019,10/15/2019,2214,40,2,53,45,27
6896,10,10/13/2019,10/20/2019,3881,31,2,83,66,33
7103,18,10/13/2019,10/20/2019,2051,9,1,333,259,3
7736,29,10/13/2019,10/17/2019,626,44,2,50,40,12
7749,26,10/13/2019,10/15/2019,994,65,2,100,83,2
7893,18,10/13/2019,10/22/2019,1433,7,1,97,67,2
8095,13,10/13/2019,10/15/2019,1064,72,2,60,54,35
8705,14,10/13/2019,10/23/2019,1664,42,1,83,66,42
9475,11,10/13/2019,10/21/2019,2997,14,2,60,54,21
9610,2,10/13/2019,10/18/2019,638,77,1,92,36,21
10161,35,10/13/2019,10/14/2019,3958,72,1,53,45,10
10785,27,10/13/2019,10/21/2019,522,87,1,52,36,31
11016,37,10/13/2019,10/15/2019,1881,63,2,233,172,31
11876,26,10/13/2019,10/13/2019,2679,2,2,92,64,19
12129,8,10/13/2019,10/20/2019,975,97,1,333,259,16
12317,37,10/13/2019,10/20/2019,325,73,2,83,70,15
12447,13,10/13/2019,10/17/2019,4799,88,1,67,46,14
12533,11,10/13/2019,10/21/2019,2340,4,3,83,70,23
13517,11,10/13/2019,10/19/2019,2515,30,1,67,40,4
14014,24,10/13/2019,10/17/2019,3363,58,3,65,52,22
15689,6,10/13/2019,10/13/2019,3379,6,3,83,53,31
15793,40,10/13/2019,10/23/2019,3342,16,2,92,36,39
15877,31,10/13/2019,10/16/2019,2908,6,3,97,67,16
16336,36,10/13/2019,10/19/2019,3589,22,2,97,67,43
16674,35,10/13/2019,10/19/2019,4247,64,3,67,46,11
16883,36,10/13/2019,10/19/2019,2411,59,2,333,259,25
17019,25,10/13/2019,10/16/2019,2355,17,1,50,40,34
17586,37,10/13/2019,10/16/2019,1727,18,3,40,36,6
17959,13,10/13/2019,10/19/2019,1508,48,3,91,77,6
18208,27,10/13/2019,10/16/2019,2001,34,1,52,36,33
18671,27,10/13/2019,10/18/2019,4223,79,1,73,36,6
18885,9,10/13/2019,10/20/2019,4723,50,3,83,66,11
22319,32,10/13/2019,10/18/2019,2759,1,1,83,70,34
23097,30,10/13/2019,10/15/2019,3590,79,1,73,36,32
23605,34,10/13/2019,10/18/2019,4537,93,2,53,45,42
24676,37,10/13/2019,10/21/2019,3825,100,2,50,40,4
24764,36,10/13/2019,10/15/2019,397,62,1,267,202,2
26826,26,10/13/2019,10/23/2019,5065,54,2,92,36,27
27836,45,10/13/2019,10/13/2019,5704,8,2,67,46,20
27839,30,10/13/2019,10/23/2019,4441,25,2,52,36,20
28771,39,10/13/2019,10/20/2019,1144,62,2,92,64,41
29771,26,10/13/2019,10/17/2019,4212,67,1,92,36,4
800,30,10/12/2019,10/18/2019,389,61,1,83,70,32
805,21,10/12/2019,10/21/2019,2736,4,1,40,36,12
858,11,10/12/2019,10/14/2019,1300,30,2,83,53,36
1137,27,10/12/2019,10/21/2019,2969,41,2,40,38,23
1709,18,10/12/2019,10/20/2019,1637,19,2,83,70,3
1941,29,10/12/2019,10/15/2019,2220,39,1,100,78,31
2793,17,10/12/2019,10/13/2019,1459,39,2,97,67,24
3674,18,10/12/2019,10/18/2019,3159,85,1,83,66,13
4049,27,10/12/2019,10/16/2019,3128,11,1,50,40,21
4537,24,10/12/2019,10/22/2019,1396,94,1,83,53,2
4690,30,10/12/2019,10/17/2019,1102,18,1,40,38,2
4809,12,10/12/2019,10/18/2019,102,28,2,52,36,2
4919,27,10/12/2019,10/14/2019,2511,43,2,200,140,12
5083,15,10/12/2019,10/20/2019,460,20,2,333,259,41
5587,2,10/12/2019,10/19/2019,2021,20,1,92,64,11
5933,12,10/12/2019,10/21/2019,760,36,1,233,172,29
6051,15,10/12/2019,10/14/2019,178,51,2,267,202,9
6373,30,10/12/2019,10/16/2019,3551,9,1,267,202,23
6397,5,10/12/2019,10/22/2019,3008,8,1,100,84,14
7432,1,10/12/2019,10/19/2019,2920,37,2,233,172,30
7763,10,10/12/2019,10/16/2019,3057,51,2,83,66,25
8005,2,10/12/2019,10/21/2019,895,36,2,67,46,6
8433,23,10/12/2019,10/13/2019,2579,15,2,83,53,39
9386,28,10/12/2019,10/19/2019,2987,23,2,753,301,14
9545,21,10/12/2019,10/20/2019,3520,8,2,73,36,8
10268,22,10/12/2019,10/19/2019,4521,81,3,753,301,21
10403,30,10/12/2019,10/19/2019,2035,22,1,67,46,5
11330,32,10/12/2019,10/14/2019,1166,64,2,52,36,32
11562,20,10/12/2019,10/17/2019,2887,32,3,50,40,33
11634,7,10/12/2019,10/12/2019,2457,43,2,65,52,31
11681,18,10/12/2019,10/20/2019,1478,22,3,67,53,1
13707,10,10/12/2019,10/16/2019,3203,78,1,83,66,16
13762,11,10/12/2019,10/14/2019,4555,39,3,67,40,28
14915,39,10/12/2019,10/16/2019,610,74,2,83,53,10
15993,15,10/12/2019,10/17/2019,2373,10,1,83,70,16
16049,8,10/12/2019,10/18/2019,3575,34,1,93,65,16
16414,28,10/12/2019,10/19/2019,795,4,2,83,70,2
16713,10,10/12/2019,10/14/2019,986,34,3,53,45,6
16999,13,10/12/2019,10/16/2019,4298,11,2,100,84,44
17728,15,10/12/2019,10/17/2019,696,28,3,67,53,41
17866,26,10/12/2019,10/13/2019,503,49,3,83,53,10
18690,34,10/12/2019,10/15/2019,4491,82,1,93,65,30
18699,26,10/12/2019,10/18/2019,2931,17,3,73,36,36
19960,35,10/12/2019,10/21/2019,4280,29,1,100,83,20
20460,37,10/12/2019,10/17/2019,797,5,1,93,65,5
21481,40,10/12/2019,10/21/2019,2809,56,2,67,53,41
21884,28,10/12/2019,10/12/2019,1417,5,1,52,36,28
22077,16,10/12/2019,10/20/2019,5282,88,2,83,53,10
22772,11,10/12/2019,10/15/2019,4591,95,2,67,46,1
23628,46,10/12/2019,10/15/2019,5623,95,2,40,38,34
24411,39,10/12/2019,10/16/2019,6216,11,1,67,46,41
24529,25,10/12/2019,10/21/2019,6089,59,2,50,40,6
24556,30,10/12/2019,10/16/2019,2260,23,1,67,40,31
24741,20,10/12/2019,10/19/2019,692,4,2,67,46,16
26162,41,10/12/2019,10/18/2019,594,33,1,83,70,15
27099,14,10/12/2019,10/19/2019,5453,46,2,47,39,43
27910,38,10/12/2019,10/12/2019,5148,18,1,73,36,41
29726,35,10/12/2019,10/22/2019,5983,32,2,50,40,18
256,7,10/11/2019,10/11/2019,2145,20,2,333,259,25
409,17,10/11/2019,10/19/2019,1799,84,2,40,36,20
869,17,10/11/2019,10/11/2019,487,56,1,53,45,8
989,24,10/11/2019,10/20/2019,1356,52,1,100,78,28
1416,1,10/11/2019,10/12/2019,81,51,1,200,140,25
1963,24,10/11/2019,10/11/2019,2446,34,2,83,66,2
2252,25,10/11/2019,10/21/2019,723,38,2,93,65,25
3665,21,10/11/2019,10/16/2019,2032,75,1,53,45,12
4046,28,10/11/2019,10/12/2019,805,63,2,83,66,23
4225,22,10/11/2019,10/14/2019,825,21,2,233,172,38
4827,28,10/11/2019,10/13/2019,1710,87,2,67,46,33
4991,16,10/11/2019,10/21/2019,955,20,2,100,83,2
5132,7,10/11/2019,10/17/2019,537,69,2,60,54,12
5216,4,10/11/2019,10/13/2019,348,99,1,83,53,38
6169,29,10/11/2019,10/21/2019,1094,36,1,333,259,45
6303,5,10/11/2019,10/18/2019,1113,50,2,92,64,24
6391,5,10/11/2019,10/13/2019,3653,41,2,83,66,23
6713,28,10/11/2019,10/20/2019,3660,78,2,67,53,22
6776,16,10/11/2019,10/20/2019,2756,37,2,60,54,22
6960,10,10/11/2019,10/17/2019,2078,51,1,83,70,36
7021,26,10/11/2019,10/19/2019,1685,67,2,52,36,26
7227,29,10/11/2019,10/17/2019,2802,33,1,83,70,3
7345,24,10/11/2019,10/14/2019,3256,68,1,83,66,30
7468,6,10/11/2019,10/19/2019,2901,40,2,93,65,10
7819,12,10/11/2019,10/17/2019,2480,35,1,50,40,14
7874,23,10/11/2019,10/21/2019,663,65,1,233,172,21
8297,29,10/11/2019,10/13/2019,3515,67,2,83,66,44
8353,23,10/11/2019,10/17/2019,2016,54,1,67,53,38
9541,11,10/11/2019,10/19/2019,1165,79,2,65,52,11
9668,19,10/11/2019,10/21/2019,1511,43,2,53,45,22
9819,15,10/11/2019,10/13/2019,1048,87,2,100,84,2
10237,17,10/11/2019,10/14/2019,363,78,1,100,78,19
10276,11,10/11/2019,10/18/2019,522,87,3,67,53,24
10814,20,10/11/2019,10/12/2019,1375,52,2,47,39,43
11021,6,10/11/2019,10/19/2019,4541,58,3,40,36,21
11389,12,10/11/2019,10/17/2019,4540,93,3,92,36,17
12590,21,10/11/2019,10/18/2019,4173,76,3,91,77,28
12815,23,10/11/2019,10/17/2019,201,63,3,40,38,9
12910,17,10/11/2019,10/20/2019,2288,42,1,73,36,11
12957,39,10/11/2019,10/15/2019,218,68,3,83,66,27
13365,8,10/11/2019,10/11/2019,194,64,3,40,38,44
14047,13,10/11/2019,10/15/2019,54,42,2,97,67,34
15297,28,10/11/2019,10/16/2019,2289,12,1,67,53,45
15484,18,10/11/2019,10/20/2019,1446,24,1,92,64,18
15504,40,10/11/2019,10/12/2019,4825,88,3,267,202,16
15639,13,10/11/2019,10/18/2019,2929,25,1,65,52,17
16177,33,10/11/2019,10/18/2019,1977,51,1,753,301,4
16644,11,10/11/2019,10/17/2019,1887,80,2,83,66,31
19233,32,10/11/2019,10/18/2019,1951,31,1,65,52,43
20037,35,10/11/2019,10/20/2019,222,70,2,333,259,36
24160,24,10/11/2019,10/14/2019,5693,38,1,83,66,39
25268,18,10/11/2019,10/18/2019,2300,30,2,67,53,40
25622,55,10/11/2019,10/12/2019,5593,89,2,83,70,21
26439,54,10/11/2019,10/20/2019,4733,57,1,67,40,6
26605,33,10/11/2019,10/13/2019,2728,45,1,83,53,38
27445,41,10/11/2019,10/12/2019,1884,43,1,753,301,13
27504,47,10/11/2019,10/20/2019,3697,27,1,100,83,28
27752,51,10/11/2019,10/18/2019,3087,9,1,47,39,3
28793,29,10/11/2019,10/11/2019,1205,95,1,267,202,4
28966,24,10/11/2019,10/18/2019,4034,25,2,200,140,20
29080,20,10/11/2019,10/11/2019,5444,71,2,52,36,28
29413,28,10/11/2019,10/19/2019,4048,16,1,67,46,14
29789,55,10/11/2019,10/19/2019,2507,28,1,97,67,33
196,5,10/10/2019,10/19/2019,1686,50,1,200,140,44
690,27,10/10/2019,10/11/2019,3736,25,1,50,40,21
1182,16,10/10/2019,10/17/2019,787,15,1,67,53,19
1327,10,10/10/2019,10/13/2019,163,6,2,67,53,13
1915,23,10/10/2019,10/12/2019,2800,30,2,40,38,45
2245,22,10/10/2019,10/17/2019,3619,24,1,52,36,36
2268,16,10/10/2019,10/13/2019,1651,95,1,97,67,38
2364,19,10/10/2019,10/16/2019,3464,22,1,67,46,32
2810,19,10/10/2019,10/19/2019,3304,32,2,52,36,16
3618,29,10/10/2019,10/13/2019,46,92,1,73,36,5
3906,8,10/10/2019,10/19/2019,2584,47,1,97,67,23
4184,10,10/10/2019,10/14/2019,3576,23,2,267,202,29
5286,10,10/10/2019,10/14/2019,265,5,1,40,38,40
5649,22,10/10/2019,10/17/2019,1117,20,2,97,67,30
5745,22,10/10/2019,10/20/2019,1662,46,2,40,36,15
5928,15,10/10/2019,10/15/2019,2962,26,2,50,40,24
